Iteration;Character;Prev_Position;New_Position;Steps;Result
34;Bruja;7;8;1;0
34;Heroe;17;18;1;0
34;Bruja;8;9;1;0
34;Heroe;16;7;3;0
34;Bruja;9;12;2;0
34;Heroe;7;8;1;0
34;Bruja;12;14;2;0
34;Heroe;10;15;3;0
34;Bruja;14;23;1;0
34;Bruja;23;23;0;1
35;Heroe;5;6;1;0
35;Bruja;0;1;1;0
35;Heroe;4;3;3;0
35;Bruja;1;2;1;0
35;Heroe;3;4;1;0
35;Bruja;2;3;1;0
35;Heroe;2;1;3;0
35;Bruja;3;4;1;0
35;Heroe;3;4;3;0
35;Bruja;4;5;1;0
35;Heroe;4;5;1;0
35;Bruja;5;6;1;0
35;Heroe;6;7;2;0
35;Bruja;6;7;1;0
35;Heroe;7;7;0;0
35;Bruja;7;22;2;0
35;Heroe;7;6;1;0
35;Bruja;22;29;1;0
35;Heroe;15;10;3;0
35;Bruja;29;30;1;0
35;Heroe;21;20;3;0
35;Bruja;30;32;1;0
35;Bruja;32;32;0;1
36;Heroe;4;3;2;0
36;Bruja;0;1;1;0
36;Heroe;4;5;2;0
36;Bruja;1;2;1;0
36;Heroe;5;4;1;0
36;Bruja;2;2;0;0
36;Heroe;6;7;3;0
36;Bruja;2;3;1;0
36;Heroe;7;6;1;0
36;Bruja;3;3;0;0
36;Heroe;6;5;1;0
36;Bruja;3;4;1;0
36;Heroe;7;8;3;0
36;Bruja;4;5;1;0
36;Heroe;8;8;0;0
36;Bruja;5;7;2;0
36;Heroe;9;10;2;0
36;Bruja;7;15;1;0
36;Heroe;15;22;2;0
36;Bruja;15;22;1;0
36;Heroe;40;31;3;0
36;Bruja;22;22;0;0
36;Heroe;33;36;2;0
36;Bruja;22;29;1;0
36;Heroe;33;31;2;0
36;Bruja;29;28;1;0
36;Heroe;31;40;1;0
36;Bruja;28;28;0;0
36;Heroe;22;11;3;0
36;Bruja;28;27;1;0
36;Bruja;27;27;0;1
37;Heroe;5;4;1;0
37;Bruja;0;1;1;0
37;Heroe;2;1;3;0
37;Bruja;1;2;1;0
37;Heroe;1;1;0;0
37;Bruja;2;3;1;0
37;Heroe;2;3;2;0
37;Bruja;3;4;1;0
37;Heroe;3;4;1;0
37;Bruja;4;4;0;0
37;Heroe;4;3;1;0
37;Bruja;4;6;2;0
37;Heroe;3;2;1;0
37;Bruja;6;7;1;0
37;Heroe;2;3;1;0
37;Bruja;7;15;1;0
37;Heroe;1;0;3;0
37;Bruja;15;22;1;0
37;Heroe;0;0;0;0
37;Bruja;22;22;0;0
37;Heroe;2;3;3;0
37;Bruja;22;29;1;0
37;Heroe;5;6;3;0
37;Bruja;29;28;1;0
37;Heroe;6;6;0;0
37;Bruja;28;27;1;0
37;Bruja;27;27;0;1
38;Heroe;5;4;1;0
38;Bruja;0;0;0;0
38;Heroe;5;6;2;0
38;Bruja;0;1;1;0
38;Heroe;8;9;3;0
38;Bruja;1;2;1;0
38;Heroe;9;10;1;0
38;Bruja;2;3;1;0
38;Heroe;10;15;1;0
38;Bruja;3;3;0;0
38;Heroe;15;7;1;0
38;Bruja;3;4;1;0
38;Heroe;7;15;1;0
38;Bruja;4;5;1;0
38;Heroe;9;11;3;0
38;Bruja;5;6;1;0
38;Heroe;12;13;2;0
38;Bruja;6;6;0;0
38;Heroe;13;12;1;0
38;Bruja;6;7;1;0
38;Heroe;12;11;1;0
38;Bruja;7;8;1;0
38;Heroe;10;15;3;0
38;Bruja;8;9;1;0
38;Heroe;6;5;3;0
38;Bruja;9;11;1;0
38;Heroe;5;5;0;0
38;Bruja;11;11;0;0
38;Heroe;3;2;3;0
38;Bruja;11;12;1;0
38;Heroe;2;3;1;0
38;Bruja;12;13;1;0
38;Heroe;3;4;1;0
38;Bruja;13;14;1;0
38;Heroe;2;1;3;0
38;Bruja;14;23;1;0
38;Bruja;23;23;0;1
39;Heroe;5;5;0;0
39;Bruja;0;0;0;0
39;Heroe;6;7;2;0
39;Bruja;0;2;2;0
39;Heroe;7;7;0;0
39;Bruja;2;3;1;0
39;Heroe;10;9;3;0
39;Bruja;3;4;1;0
39;Heroe;9;8;1;0
39;Bruja;4;6;2;0
39;Heroe;8;7;1;0
39;Bruja;6;8;2;0
39;Heroe;9;11;3;0
39;Bruja;8;9;1;0
39;Heroe;11;12;1;0
39;Bruja;9;11;1;0
39;Heroe;14;25;3;0
39;Bruja;11;12;1;0
39;Heroe;25;14;1;0
39;Bruja;12;13;1;0
39;Heroe;14;14;0;0
39;Bruja;13;14;1;0
39;Heroe;25;26;2;0
39;Bruja;14;23;1;0
39;Bruja;23;23;0;1
40;Heroe;4;3;2;0
40;Bruja;0;1;1;0
40;Heroe;2;1;2;0
40;Bruja;1;1;0;0
40;Heroe;3;4;3;0
40;Bruja;1;3;2;0
40;Heroe;4;3;1;0
40;Bruja;3;4;1;0
40;Heroe;5;6;3;0
40;Bruja;4;4;0;0
40;Heroe;6;7;1;0
40;Bruja;4;5;1;0
40;Heroe;7;6;1;0
40;Bruja;5;6;1;0
40;Heroe;4;3;3;0
40;Bruja;6;8;2;0
40;Heroe;3;3;0;0
40;Bruja;8;8;0;0
40;Heroe;3;4;1;0
40;Bruja;8;9;1;0
40;Heroe;4;5;1;0
40;Bruja;9;9;0;0
40;Heroe;5;5;0;0
40;Bruja;9;11;1;0
40;Heroe;5;5;0;0
40;Bruja;11;12;1;0
40;Heroe;5;6;1;0
40;Bruja;12;12;0;0
40;Heroe;6;7;1;0
40;Bruja;12;13;1;0
40;Heroe;21;20;3;0
40;Bruja;13;23;2;0
40;Bruja;23;23;0;1
41;Heroe;5;4;1;0
41;Bruja;0;1;1;0
41;Heroe;6;7;3;0
41;Bruja;1;2;1;0
41;Heroe;7;7;0;0
41;Bruja;2;4;2;0
41;Heroe;5;4;3;0
41;Bruja;4;5;1;0
41;Heroe;6;7;3;0
41;Bruja;5;6;1;0
41;Heroe;15;10;2;0
41;Bruja;6;7;1;0
41;Heroe;8;7;3;0
41;Bruja;7;15;1;0
41;Heroe;7;7;0;0
41;Bruja;15;29;2;0
41;Heroe;7;15;1;0
41;Bruja;29;28;1;0
41;Heroe;15;15;0;0
41;Bruja;28;27;1;0
41;Bruja;27;27;0;1
42;Heroe;5;5;0;0
42;Bruja;0;0;0;0
42;Heroe;5;5;0;0
42;Bruja;0;0;0;0
42;Heroe;5;5;0;0
42;Bruja;0;0;0;0
42;Heroe;5;5;0;0
42;Bruja;0;1;1;0
42;Heroe;5;5;0;0
42;Bruja;1;2;1;0
42;Heroe;7;15;3;0
42;Bruja;2;4;2;0
42;Heroe;16;17;3;0
42;Bruja;4;5;1;0
42;Heroe;17;17;0;0
42;Bruja;5;7;2;0
42;Heroe;16;20;2;0
42;Bruja;7;8;1;0
42;Heroe;18;38;3;0
42;Bruja;8;9;1;0
42;Heroe;38;37;1;0
42;Bruja;9;11;1;0
42;Heroe;35;34;3;0
42;Bruja;11;12;1;0
42;Heroe;34;32;1;0
42;Bruja;12;13;1;0
42;Heroe;34;35;2;0
42;Bruja;13;14;1;0
42;Heroe;35;36;1;0
42;Bruja;14;23;1;0
42;Bruja;23;23;0;1
43;Heroe;6;7;2;0
43;Bruja;0;1;1;0
43;Heroe;7;8;1;0
43;Bruja;1;3;2;0
43;Heroe;8;9;1;0
43;Bruja;3;4;1;0
43;Heroe;9;8;1;0
43;Bruja;4;5;1;0
43;Heroe;8;7;1;0
43;Bruja;5;6;1;0
43;Heroe;22;29;3;0
43;Bruja;6;7;1;0
43;Heroe;29;30;1;0
43;Bruja;7;15;1;0
43;Heroe;30;32;1;0
43;Bruja;15;29;2;0
43;Heroe;32;33;1;0
43;Bruja;29;27;2;0
43;Bruja;27;27;0;1
44;Heroe;6;7;2;0
44;Bruja;0;1;1;0
44;Heroe;17;18;3;0
44;Bruja;1;3;2;0
44;Heroe;39;20;3;0
44;Bruja;3;4;1;0
44;Heroe;20;20;0;0
44;Bruja;4;4;0;0
44;Heroe;17;18;3;0
44;Bruja;4;5;1;0
44;Heroe;18;18;0;0
44;Bruja;5;5;0;0
44;Heroe;18;38;1;0
44;Bruja;5;6;1;0
44;Heroe;19;20;3;0
44;Bruja;6;7;1;0
44;Heroe;20;16;1;0
44;Bruja;7;15;1;0
44;Heroe;7;15;2;0
44;Bruja;15;15;0;0
44;Heroe;15;21;1;0
44;Bruja;15;22;1;0
44;Heroe;7;8;3;0
44;Bruja;22;30;2;0
44;Heroe;9;11;2;0
44;Bruja;30;32;1;0
44;Bruja;32;32;0;1
45;Heroe;5;5;0;0
45;Bruja;0;1;1;0
45;Heroe;7;8;3;0
45;Bruja;1;2;1;0
45;Heroe;9;10;2;0
45;Bruja;2;4;2;0
45;Heroe;22;11;3;0
45;Bruja;4;5;1;0
45;Heroe;12;13;2;0
45;Bruja;5;6;1;0
45;Heroe;13;14;1;0
45;Bruja;6;15;2;0
45;Heroe;14;13;1;0
45;Bruja;15;22;1;0
45;Heroe;13;14;1;0
45;Bruja;22;29;1;0
45;Heroe;14;14;0;0
45;Bruja;29;32;2;0
45;Bruja;32;32;0;1
46;Heroe;3;2;3;0
46;Bruja;0;1;1;0
46;Heroe;2;2;0;0
46;Bruja;1;3;2;0
46;Heroe;2;1;1;0
46;Bruja;3;3;0;0
46;Heroe;1;0;3;0
46;Bruja;3;4;1;0
46;Heroe;1;2;2;0
46;Bruja;4;5;1;0
46;Heroe;4;5;3;0
46;Bruja;5;5;0;0
46;Heroe;7;16;3;0
46;Bruja;5;6;1;0
46;Heroe;16;7;1;0
46;Bruja;6;7;1;0
46;Heroe;17;18;3;0
46;Bruja;7;15;1;0
46;Heroe;18;18;0;0
46;Bruja;15;15;0;0
46;Heroe;18;18;0;0
46;Bruja;15;22;1;0
46;Heroe;19;20;2;0
46;Bruja;22;29;1;0
46;Heroe;20;20;0;0
46;Bruja;29;30;1;0
46;Heroe;20;21;1;0
46;Bruja;30;32;1;0
46;Bruja;32;32;0;1
47;Heroe;7;16;3;0
47;Bruja;0;1;1;0
47;Heroe;17;18;2;0
47;Bruja;1;2;1;0
47;Heroe;18;18;0;0
47;Bruja;2;3;1;0
47;Heroe;38;39;2;0
47;Bruja;3;3;0;0
47;Heroe;39;20;1;0
47;Bruja;3;4;1;0
47;Heroe;18;17;3;0
47;Bruja;4;6;2;0
47;Heroe;17;16;1;0
47;Bruja;6;7;1;0
47;Heroe;16;16;0;0
47;Bruja;7;8;1;0
47;Heroe;18;19;3;0
47;Bruja;8;9;1;0
47;Heroe;19;20;1;0
47;Bruja;9;12;2;0
47;Heroe;20;20;0;0
47;Bruja;12;13;1;0
47;Heroe;21;15;2;0
47;Bruja;13;14;1;0
47;Heroe;10;9;2;0
47;Bruja;14;23;1;0
47;Bruja;23;23;0;1
48;Heroe;5;4;1;0
48;Bruja;0;1;1;0
48;Heroe;4;3;1;0
48;Bruja;1;2;1;0
48;Heroe;1;0;3;0
48;Bruja;2;3;1;0
48;Heroe;2;3;3;0
48;Bruja;3;4;1;0
48;Heroe;3;3;0;0
48;Bruja;4;5;1;0
48;Heroe;3;3;0;0
48;Bruja;5;7;2;0
48;Heroe;3;4;1;0
48;Bruja;7;15;1;0
48;Heroe;4;4;0;0
48;Bruja;15;29;2;0
48;Heroe;4;4;0;0
48;Bruja;29;30;1;0
48;Heroe;3;2;2;0
48;Bruja;30;32;1;0
48;Bruja;32;32;0;1
49;Heroe;7;8;3;0
49;Bruja;0;1;1;0
49;Heroe;8;8;0;0
49;Bruja;1;3;2;0
49;Heroe;8;7;1;0
49;Bruja;3;5;2;0
49;Heroe;7;15;1;0
49;Bruja;5;6;1;0
49;Heroe;15;7;1;0
49;Bruja;6;7;1;0
49;Heroe;5;4;3;0
49;Bruja;7;15;1;0
49;Heroe;4;5;1;0
49;Bruja;15;22;1;0
49;Heroe;5;5;0;0
49;Bruja;22;29;1;0
49;Heroe;5;6;1;0
49;Bruja;29;28;1;0
49;Heroe;7;8;2;0
49;Bruja;28;28;0;0
49;Heroe;8;8;0;0
49;Bruja;28;27;1;0
49;Bruja;27;27;0;1
50;Heroe;5;5;0;0
50;Bruja;0;2;2;0
50;Heroe;5;6;1;0
50;Bruja;2;3;1;0
50;Heroe;7;16;2;0
50;Bruja;3;4;1;0
50;Heroe;16;16;0;0
50;Bruja;4;5;1;0
50;Heroe;16;20;1;0
50;Bruja;5;7;2;0
50;Heroe;15;10;3;0
50;Bruja;7;8;1;0
50;Heroe;10;9;1;0
50;Bruja;8;9;1;0
50;Heroe;22;41;3;0
50;Bruja;9;9;0;0
50;Heroe;41;40;1;0
50;Bruja;9;11;1;0
50;Heroe;40;41;1;0
50;Bruja;11;13;2;0
50;Heroe;41;22;1;0
50;Bruja;13;13;0;0
50;Heroe;29;30;2;0
50;Bruja;13;23;2;0
50;Bruja;23;23;0;1
